,text_uri,ms,result
142,0626YaqutHamawi.MucjamBuldan,3092,0209AbuCubayda
143,0626YaqutHamawi.MucjamBuldan,3109,0487Bakri
144,0626YaqutHamawi.MucjamBuldan,3117,0487AbuCubaydBakri.MucjamMaIstacjama
145,0626YaqutHamawi.MucjamBuldan,3164,0454Qudaci
146,0626YaqutHamawi.MucjamBuldan,3175,0209AbuCubayda
147,0626YaqutHamawi.MucjamBuldan,3187,0209AbuCubayda
148,0626YaqutHamawi.MucjamBuldan,3194,0151IbnIshaq.Sira
149,0626YaqutHamawi.MucjamBuldan,3206,0487Bakri
150,0626YaqutHamawi.MucjamBuldan,3221,0487Bakri
151,0626YaqutHamawi.MucjamBuldan,3232,0487AbuCubaydBakri.MucjamMaIstacjama
152,0626YaqutHamawi.MucjamBuldan,3245,0209AbuCubayda
153,0626YaqutHamawi.MucjamBuldan,3280,0209AbuCubayda
154,0626YaqutHamawi.MucjamBuldan,3296,0209AbuCubayda
0,0626YaqutHamawi.MucjamUdaba,0084,0151IbnIshaq.Sira
1,0626YaqutHamawi.MucjamUdaba,0213,0151IbnIshaq.Sira
2,0626YaqutHamawi.MucjamUdaba,0223,0182AbuYusufYacqub
3,0626YaqutHamawi.MucjamUdaba,0223,0182AbuYusufYacqub.Kharaj
4,0626YaqutHamawi.MucjamUdaba,0325,0151IbnIshaq.Sira
5,0626YaqutHamawi.MucjamUdaba,0388,0151IbnIshaq.Sira
6,0626YaqutHamawi.MucjamUdaba,0391,0151IbnIshaq.Sira
7,0626YaqutHamawi.MucjamUdaba,0452,0151IbnIshaq.Sira
8,0626YaqutHamawi.MucjamUdaba,0453,0151IbnIshaq.Sira
9,0626YaqutHamawi.MucjamUdaba,0458,0151IbnIshaq.Sira
10,0626YaqutHamawi.MucjamUdaba,0461,0151IbnIshaq.Sira
11,0626YaqutHamawi.MucjamUdaba,0550,0151IbnIshaq.Sira
12,0626YaqutHamawi.MucjamUdaba,0554,0209AbuCubayda
13,0626YaqutHamawi.MucjamUdaba,0565,0151IbnIshaq.Sira
14,0626YaqutHamawi.MucjamUdaba,0571,0151IbnIshaq.Sira
15,0626YaqutHamawi.MucjamUdaba,0573,0151IbnIshaq.Sira
16,0626YaqutHamawi.MucjamUdaba,0649,0151IbnIshaq.Sira
17,0626YaqutHamawi.MucjamUdaba,0755,0151IbnIshaq.Sira
18,0626YaqutHamawi.MucjamUdaba,0870,0241IbnHanbal
19,0626YaqutHamawi.MucjamUdaba,0887,0209AbuCubayda
20,0626YaqutHamawi.MucjamUdaba,0903,0209AbuCubayda
21,0626YaqutHamawi.MucjamUdaba,0931,0209AbuCubayda
22,0626YaqutHamawi.MucjamUdaba,0934,0276IbnQutaybaDinawari
23,0626YaqutHamawi.MucjamUdaba,0944,0209AbuCubayda
24,0626YaqutHamawi.MucjamUdaba,0946,0209AbuCubayda
25,0626YaqutHamawi.MucjamUdaba,1006,0209AbuCubayda
26,0626YaqutHamawi.MucjamUdaba,1149,0151IbnIshaq.Sira
27,0626YaqutHamawi.MucjamUdaba,1261,0151IbnIshaq.Sira
28,0626YaqutHamawi.MucjamUdaba,1365,0151IbnIshaq.Sira
29,0626YaqutHamawi.MucjamUdaba,1366,0151IbnIshaq.Sira
30,0626YaqutHamawi.MucjamUdaba,1421,0151IbnIshaq.Sira
31,0626YaqutHamawi.MucjamUdaba,1482,0151IbnIshaq.Sira
32,0626YaqutHamawi.MucjamUdaba,1508,0151IbnIshaq.Sira
33,0626YaqutHamawi.MucjamUdaba,1541,0209AbuCubayda
34,0626YaqutHamawi.MucjamUdaba,1584,0151IbnIshaq.Sira
35,0626YaqutHamawi.MucjamUdaba,1593,0151IbnIshaq.Sira
36,0626YaqutHamawi.MucjamUdaba,1614,0151IbnIshaq.Sira
37,0626YaqutHamawi.MucjamUdaba,1615,0151IbnIshaq.Sira
38,0626YaqutHamawi.MucjamUdaba,1619,0151IbnIshaq.Sira
39,0626YaqutHamawi.MucjamUdaba,1622,0151IbnIshaq.Sira
40,0626YaqutHamawi.MucjamUdaba,1623,0151IbnIshaq.Sira
41,0626YaqutHamawi.MucjamUdaba,1625,0151IbnIshaq.Sira
42,0626YaqutHamawi.MucjamUdaba,1631,0151IbnIshaq.Sira
43,0626YaqutHamawi.MucjamUdaba,1669,0151IbnIshaq.Sira
44,0626YaqutHamawi.MucjamUdaba,1689,0182AbuYusufYacqub
45,0626YaqutHamawi.MucjamUdaba,1689,0182AbuYusufYacqub.Kharaj
46,0626YaqutHamawi.MucjamUdaba,1691,0182AbuYusufYacqub
47,0626YaqutHamawi.MucjamUdaba,1691,0182AbuYusufYacqub.Kharaj
48,0626YaqutHamawi.MucjamUdaba,1749,0241IbnHanbal
49,0626YaqutHamawi.MucjamUdaba,1756,0151IbnIshaq.Sira
50,0626YaqutHamawi.MucjamUdaba,1805,0151IbnIshaq.Sira
51,0626YaqutHamawi.MucjamUdaba,1812,0151IbnIshaq.Sira
52,0626YaqutHamawi.MucjamUdaba,1816,0151IbnIshaq.Sira
53,0626YaqutHamawi.MucjamUdaba,1817,0151IbnIshaq.Sira
54,0626YaqutHamawi.MucjamUdaba,1821,0151IbnIshaq.Sira
55,0626YaqutHamawi.MucjamUdaba,1857,0151IbnIshaq.Sira
56,0626YaqutHamawi.MucjamUdaba,1894,0151IbnIshaq.Sira
57,0626YaqutHamawi.MucjamUdaba,1968,0276IbnQutaybaDinawari
58,0626YaqutHamawi.MucjamUdaba,1969,0209AbuCubayda
59,0626YaqutHamawi.MucjamUdaba,1991,0209AbuCubayda
60,0626YaqutHamawi.MucjamUdaba,2015,0241IbnHanbal
61,0626YaqutHamawi.MucjamUdaba,2021,0209AbuCubayda
62,0626YaqutHamawi.MucjamUdaba,2031,0276IbnQutaybaDinawari
63,0626YaqutHamawi.MucjamUdaba,2060,0209AbuCubayda
64,0626YaqutHamawi.MucjamUdaba,2061,0209AbuCubayda
0,0628IbnZayyat.Tashawwuf,004,0209AbuCubayda
1,0628IbnZayyat.Tashawwuf,021,0487Bakri
0,0630IbnAthirCizzDin.Kamil,0010,0151IbnIshaq.Sira
1,0630IbnAthirCizzDin.Kamil,0069,0151IbnIshaq.Sira
2,0630IbnAthirCizzDin.Kamil,0353,0209AbuCubayda
3,0630IbnAthirCizzDin.Kamil,0394,0209AbuCubayda
4,0630IbnAthirCizzDin.Kamil,0396,0209AbuCubayda
5,0630IbnAthirCizzDin.Kamil,0397,0209AbuCubayda
6,0630IbnAthirCizzDin.Kamil,0398,0209AbuCubayda
7,0630IbnAthirCizzDin.Kamil,0399,0209AbuCubayda
8,0630IbnAthirCizzDin.Kamil,0400,0209AbuCubayda
9,0630IbnAthirCizzDin.Kamil,0401,0209AbuCubayda
10,0630IbnAthirCizzDin.Kamil,0419,0209AbuCubayda
11,0630IbnAthirCizzDin.Kamil,0420,0209AbuCubayda
12,0630IbnAthirCizzDin.Kamil,0422,0209AbuCubayda
13,0630IbnAthirCizzDin.Kamil,0423,0209AbuCubayda
14,0630IbnAthirCizzDin.Kamil,0424,0209AbuCubayda
15,0630IbnAthirCizzDin.Kamil,0425,0209AbuCubayda
16,0630IbnAthirCizzDin.Kamil,0426,0209AbuCubayda
17,0630IbnAthirCizzDin.Kamil,0427,0209AbuCubayda
18,0630IbnAthirCizzDin.Kamil,0428,0209AbuCubayda
19,0630IbnAthirCizzDin.Kamil,0429,0209AbuCubayda
20,0630IbnAthirCizzDin.Kamil,0616,0209AbuCubayda
21,0630IbnAthirCizzDin.Kamil,0633,0209AbuCubayda
22,0630IbnAthirCizzDin.Kamil,0790,0209AbuCubayda
23,0630IbnAthirCizzDin.Kamil,0807,0209AbuCubayda
24,0630IbnAthirCizzDin.Kamil,1106,0241IbnHanbal
0,0630IbnAthirCizzDin.UsdGhaba,0013,0241IbnHanbal
1,0630IbnAthirCizzDin.UsdGhaba,0032,0276IbnQutaybaDinawari
2,0630IbnAthirCizzDin.UsdGhaba,0079,0151IbnIshaq.Sira
3,0630IbnAthirCizzDin.UsdGhaba,0102,0230IbnSacd.TabaqatKubra
4,0630IbnAthirCizzDin.UsdGhaba,0115,0230IbnSacd.TabaqatKubra
5,0630IbnAthirCizzDin.UsdGhaba,0139,0276IbnQutaybaDinawari
6,0630IbnAthirCizzDin.UsdGhaba,0189,0230IbnSacd.TabaqatKubra
7,0630IbnAthirCizzDin.UsdGhaba,0197,0151IbnIshaq.Sira
8,0630IbnAthirCizzDin.UsdGhaba,0229,0209AbuCubayda
9,0630IbnAthirCizzDin.UsdGhaba,0262,0230IbnSacd.TabaqatKubra
10,0630IbnAthirCizzDin.UsdGhaba,0280,0230IbnSacd.TabaqatKubra
11,0630IbnAthirCizzDin.UsdGhaba,0329,0230IbnSacd.TabaqatKubra
12,0630IbnAthirCizzDin.UsdGhaba,0333,0151IbnIshaq.Sira
13,0630IbnAthirCizzDin.UsdGhaba,0345,0151IbnIshaq.Sira
14,0630IbnAthirCizzDin.UsdGhaba,0347,0230IbnSacd.TabaqatKubra
15,0630IbnAthirCizzDin.UsdGhaba,0384,0209AbuCubayda
16,0630IbnAthirCizzDin.UsdGhaba,0400,0230IbnSacd.TabaqatKubra
17,0630IbnAthirCizzDin.UsdGhaba,0427,0230IbnSacd.TabaqatKubra
18,0630IbnAthirCizzDin.UsdGhaba,0480,0151IbnIshaq.Sira
19,0630IbnAthirCizzDin.UsdGhaba,0502,0209AbuCubayda
20,0630IbnAthirCizzDin.UsdGhaba,0546,0209AbuCubayda
21,0630IbnAthirCizzDin.UsdGhaba,0593,0209AbuCubayda
22,0630IbnAthirCizzDin.UsdGhaba,0699,0209AbuCubayda
23,0630IbnAthirCizzDin.UsdGhaba,0706,0151IbnIshaq.Sira
24,0630IbnAthirCizzDin.UsdGhaba,0717,0241IbnHanbal
25,0630IbnAthirCizzDin.UsdGhaba,0983,0241IbnHanbal
26,0630IbnAthirCizzDin.UsdGhaba,1103,0198SufyanIbnCuyayna
27,0630IbnAthirCizzDin.UsdGhaba,1164,0198SufyanIbnCuyayna
28,0630IbnAthirCizzDin.UsdGhaba,1187,0151IbnIshaq.Sira
29,0630IbnAthirCizzDin.UsdGhaba,1194,0151IbnIshaq.Sira
30,0630IbnAthirCizzDin.UsdGhaba,1196,0209AbuCubayda
31,0630IbnAthirCizzDin.UsdGhaba,1197,0209AbuCubayda
32,0630IbnAthirCizzDin.UsdGhaba,1287,0230IbnSacd.TabaqatKubra
33,0630IbnAthirCizzDin.UsdGhaba,1348,0230IbnSacd.TabaqatKubra
34,0630IbnAthirCizzDin.UsdGhaba,1373,0230IbnSacd.TabaqatKubra
35,0630IbnAthirCizzDin.UsdGhaba,1476,0230IbnSacd.TabaqatKubra
36,0630IbnAthirCizzDin.UsdGhaba,1480,0230IbnSacd.TabaqatKubra
37,0630IbnAthirCizzDin.UsdGhaba,1481,0230IbnSacd.TabaqatKubra
38,0630IbnAthirCizzDin.UsdGhaba,1492,0241IbnHanbal
39,0630IbnAthirCizzDin.UsdGhaba,1531,0230IbnSacd.TabaqatKubra
40,0630IbnAthirCizzDin.UsdGhaba,1544,0241IbnHanbal
41,0630IbnAthirCizzDin.UsdGhaba,1718,0230IbnSacd.TabaqatKubra
42,0630IbnAthirCizzDin.UsdGhaba,1749,0230IbnSacd.TabaqatKubra
43,0630IbnAthirCizzDin.UsdGhaba,1770,0276IbnQutaybaDinawari
44,0630IbnAthirCizzDin.UsdGhaba,1824,0209AbuCubayda
45,0630IbnAthirCizzDin.UsdGhaba,1828,0209AbuCubayda
46,0630IbnAthirCizzDin.UsdGhaba,1854,0230IbnSacd.TabaqatKubra
47,0630IbnAthirCizzDin.UsdGhaba,1887,0209AbuCubayda
48,0630IbnAthirCizzDin.UsdGhaba,1918,0230IbnSacd.TabaqatKubra
49,0630IbnAthirCizzDin.UsdGhaba,1932,0230IbnSacd.TabaqatKubra
50,0630IbnAthirCizzDin.UsdGhaba,2028,0151IbnIshaq.Sira
51,0630IbnAthirCizzDin.UsdGhaba,2030,0310Tabari.Tarikh
52,0630IbnAthirCizzDin.UsdGhaba,2066,0241IbnHanbal
53,0630IbnAthirCizzDin.UsdGhaba,2122,0151IbnIshaq.Sira
54,0630IbnAthirCizzDin.UsdGhaba,2125,0241IbnHanbal
55,0630IbnAthirCizzDin.UsdGhaba,2166,0241IbnHanbal
56,0630IbnAthirCizzDin.UsdGhaba,2253,0276IbnQutaybaDinawari
57,0630IbnAthirCizzDin.UsdGhaba,2301,0241IbnHanbal
58,0630IbnAthirCizzDin.UsdGhaba,2304,0230IbnSacd.TabaqatKubra
59,0630IbnAthirCizzDin.UsdGhaba,2389,0230IbnSacd.TabaqatKubra
60,0630IbnAthirCizzDin.UsdGhaba,2471,0209AbuCubayda
61,0630IbnAthirCizzDin.UsdGhaba,2482,0241IbnHanbal
62,0630IbnAthirCizzDin.UsdGhaba,2599,0241IbnHanbal
63,0630IbnAthirCizzDin.UsdGhaba,2797,0209AbuCubayda
64,0630IbnAthirCizzDin.UsdGhaba,2901,0151IbnIshaq.Sira
65,0630IbnAthirCizzDin.UsdGhaba,2910,0276IbnQutaybaDinawari
66,0630IbnAthirCizzDin.UsdGhaba,2992,0151IbnIshaq.Sira
0,0631SayfDinAmidi.AbkarAfkar,1050,0209AbuCubayda
1,0631SayfDinAmidi.AbkarAfkar,1330,0209AbuCubayda
0,0633IbnDihyaJumayyilKalbi.NibrasFiTarikh,016,0276IbnQutaybaDinawari
0,0634AbuRabicHimyari.Iktifa,0074,0276IbnQutaybaDinawari
1,0634AbuRabicHimyari.Iktifa,0565,0209AbuCubayda
2,0634AbuRabicHimyari.Iktifa,0804,0209AbuCubayda
3,0634AbuRabicHimyari.Iktifa,0833,0209AbuCubayda
4,0634AbuRabicHimyari.Iktifa,0848,0209AbuCubayda
5,0634AbuRabicHimyari.Iktifa,0849,0209AbuCubayda
6,0634AbuRabicHimyari.Iktifa,0852,0209AbuCubayda
7,0634AbuRabicHimyari.Iktifa,0859,0209AbuCubayda
8,0634AbuRabicHimyari.Iktifa,0866,0209AbuCubayda
9,0634AbuRabicHimyari.Iktifa,0867,0209AbuCubayda
10,0634AbuRabicHimyari.Iktifa,0870,0209AbuCubayda
11,0634AbuRabicHimyari.Iktifa,0879,0209AbuCubayda
12,0634AbuRabicHimyari.Iktifa,0890,0209AbuCubayda
13,0634AbuRabicHimyari.Iktifa,0891,0209AbuCubayda
14,0634AbuRabicHimyari.Iktifa,0894,0209AbuCubayda
15,0634AbuRabicHimyari.Iktifa,0908,0209AbuCubayda
16,0634AbuRabicHimyari.Iktifa,0912,0209AbuCubayda
17,0634AbuRabicHimyari.Iktifa,0924,0209AbuCubayda
18,0634AbuRabicHimyari.Iktifa,0934,0209AbuCubayda
19,0634AbuRabicHimyari.Iktifa,0978,0257IbnCabdHakam.FutuhMisr
20,0634AbuRabicHimyari.Iktifa,0980,0257IbnCabdHakam.FutuhMisr
21,0634AbuRabicHimyari.Iktifa,1007,0257IbnCabdHakam.FutuhMisr
22,0634AbuRabicHimyari.Iktifa,1008,0257IbnCabdHakam.FutuhMisr
23,0634AbuRabicHimyari.Iktifa,1011,0257IbnCabdHakam.FutuhMisr
24,0634AbuRabicHimyari.Iktifa,1015,0257IbnCabdHakam.FutuhMisr
25,0634AbuRabicHimyari.Iktifa,1016,0257IbnCabdHakam.FutuhMisr
0,0636IbnCaskar.Takmila,068,0276IbnQutaybaDinawari
1,0636IbnCaskar.Takmila,104,0276IbnQutaybaDinawari
0,0637IbnAthirDiyaDin.MathalSair,200,0337QudamaIbnJacfar
0,0643IbnNajjar.DurraThamina,003,0209AbuCubayda
0,0645TilimsaniBurri.Jawhara,008,0276IbnQutaybaDinawari
1,0645TilimsaniBurri.Jawhara,018,0198SufyanIbnCuyayna
2,0645TilimsaniBurri.Jawhara,085,0230IbnSacd.TabaqatKubra
3,0645TilimsaniBurri.Jawhara,086,0241IbnHanbal
4,0645TilimsaniBurri.Jawhara,120,0276IbnQutaybaDinawari
5,0645TilimsaniBurri.Jawhara,127,0209AbuCubayda
6,0645TilimsaniBurri.Jawhara,131,0276IbnQutaybaDinawari
7,0645TilimsaniBurri.Jawhara,140,0209AbuCubayda
8,0645TilimsaniBurri.Jawhara,143,0276IbnQutaybaDinawari
9,0645TilimsaniBurri.Jawhara,183,0276IbnQutaybaDinawari
10,0645TilimsaniBurri.Jawhara,185,0209AbuCubayda
11,0645TilimsaniBurri.Jawhara,191,0276IbnQutaybaDinawari
12,0645TilimsaniBurri.Jawhara,193,0276IbnQutaybaDinawari
13,0645TilimsaniBurri.Jawhara,194,0276IbnQutaybaDinawari
14,0645TilimsaniBurri.Jawhara,198,0198SufyanIbnCuyayna
15,0645TilimsaniBurri.Jawhara,199,0241IbnHanbal
16,0645TilimsaniBurri.Jawhara,201,0209AbuCubayda
17,0645TilimsaniBurri.Jawhara,213,0209AbuCubayda
18,0645TilimsaniBurri.Jawhara,217,0209AbuCubayda
19,0645TilimsaniBurri.Jawhara,223,0209AbuCubayda
20,0645TilimsaniBurri.Jawhara,237,0276IbnQutaybaDinawari
21,0645TilimsaniBurri.Jawhara,238,0276IbnQutaybaDinawari
22,0645TilimsaniBurri.Jawhara,241,0276IbnQutaybaDinawari
23,0645TilimsaniBurri.Jawhara,249,0198SufyanIbnCuyayna
24,0645TilimsaniBurri.Jawhara,250,0276IbnQutaybaDinawari
25,0645TilimsaniBurri.Jawhara,259,0276IbnQutaybaDinawari
26,0645TilimsaniBurri.Jawhara,260,0198SufyanIbnCuyayna
27,0645TilimsaniBurri.Jawhara,272,0209AbuCubayda
28,0645TilimsaniBurri.Jawhara,274,0209AbuCubayda
29,0645TilimsaniBurri.Jawhara,304,0276IbnQutaybaDinawari
30,0645TilimsaniBurri.Jawhara,306,0276IbnQutaybaDinawari
31,0645TilimsaniBurri.Jawhara,307,0209AbuCubayda
32,0645TilimsaniBurri.Jawhara,312,0209AbuCubayda
33,0645TilimsaniBurri.Jawhara,313,0209AbuCubayda
34,0645TilimsaniBurri.Jawhara,314,0276IbnQutaybaDinawari
35,0645TilimsaniBurri.Jawhara,322,0487AbuCubaydBakri.MucjamMaIstacjama
36,0645TilimsaniBurri.Jawhara,323,0276IbnQutaybaDinawari
37,0645TilimsaniBurri.Jawhara,355,0276IbnQutaybaDinawari
38,0645TilimsaniBurri.Jawhara,413,0209AbuCubayda
39,0645TilimsaniBurri.Jawhara,451,0276IbnQutaybaDinawari
40,0645TilimsaniBurri.Jawhara,488,0276IbnQutaybaDinawari
41,0645TilimsaniBurri.Jawhara,499,0241IbnHanbal
42,0645TilimsaniBurri.Jawhara,508,0276IbnQutaybaDinawari
43,0645TilimsaniBurri.Jawhara,545,0276IbnQutaybaDinawari
44,0645TilimsaniBurri.Jawhara,573,0241IbnHanbal
45,0645TilimsaniBurri.Jawhara,590,0276IbnQutaybaDinawari
46,0645TilimsaniBurri.Jawhara,610,0198SufyanIbnCuyayna
47,0645TilimsaniBurri.Jawhara,625,0230IbnSacd.TabaqatKubra
0,0646IbnBaytarAndalusi.JamicLiMufradat,0034,0487Bakri
1,0646IbnBaytarAndalusi.JamicLiMufradat,0776,0487AbuCubaydBakri.MucjamMaIstacjama
2,0646IbnBaytarAndalusi.JamicLiMufradat,0937,0346Mascudi.MurujDhahab
0,0646IbnQifti.IkhbarCulama,073,0151IbnIshaq.Sira
1,0646IbnQifti.IkhbarCulama,094,0151IbnIshaq.Sira
2,0646IbnQifti.IkhbarCulama,096,0151IbnIshaq.Sira
0,0646IbnQifti.InbahRuwat,088,0151IbnIshaq.Sira
1,0646IbnQifti.InbahRuwat,094,0151IbnIshaq.Sira
2,0646IbnQifti.InbahRuwat,175,0151IbnIshaq.Sira
3,0646IbnQifti.InbahRuwat,235,0151IbnIshaq.Sira
4,0646IbnQifti.InbahRuwat,260,0151IbnIshaq.Sira
5,0646IbnQifti.InbahRuwat,368,0209AbuCubayda
6,0646IbnQifti.InbahRuwat,448,0151IbnIshaq.Sira
7,0646IbnQifti.InbahRuwat,469,0151IbnIshaq.Sira
8,0646IbnQifti.InbahRuwat,483,0209AbuCubayda
9,0646IbnQifti.InbahRuwat,484,0209AbuCubayda
10,0646IbnQifti.InbahRuwat,485,0209AbuCubayda
11,0646IbnQifti.InbahRuwat,486,0209AbuCubayda
12,0646IbnQifti.InbahRuwat,487,0209AbuCubayda
13,0646IbnQifti.InbahRuwat,489,0209AbuCubayda
14,0646IbnQifti.InbahRuwat,490,0151IbnIshaq.Sira
15,0646IbnQifti.InbahRuwat,545,0276IbnQutaybaDinawari
16,0646IbnQifti.InbahRuwat,563,0209AbuCubayda
17,0646IbnQifti.InbahRuwat,564,0151IbnIshaq.Sira
18,0646IbnQifti.InbahRuwat,564,0209AbuCubayda
19,0646IbnQifti.InbahRuwat,579,0151IbnIshaq.Sira
20,0646IbnQifti.InbahRuwat,589,0151IbnIshaq.Sira
21,0646IbnQifti.InbahRuwat,590,0209AbuCubayda
22,0646IbnQifti.InbahRuwat,619,0209AbuCubayda
0,0649MuhammadIdrisi.Anwar,026,0346Mascudi.MurujDhahab
1,0649MuhammadIdrisi.Anwar,073,0346Mascudi.MurujDhahab
0,0650IbnMuhammadRadiDinSaghani.CubabZakhir,038,0209AbuCubayda
1,0650IbnMuhammadRadiDinSaghani.CubabZakhir,046,0209AbuCubayda
2,0650IbnMuhammadRadiDinSaghani.CubabZakhir,094,0209AbuCubayda
3,0650IbnMuhammadRadiDinSaghani.CubabZakhir,112,0209AbuCubayda
4,0650IbnMuhammadRadiDinSaghani.CubabZakhir,115,0209AbuCubayda
5,0650IbnMuhammadRadiDinSaghani.CubabZakhir,154,0209AbuCubayda
6,0650IbnMuhammadRadiDinSaghani.CubabZakhir,156,0276IbnQutaybaDinawari
7,0650IbnMuhammadRadiDinSaghani.CubabZakhir,160,0209AbuCubayda
8,0650IbnMuhammadRadiDinSaghani.CubabZakhir,211,0209AbuCubayda
9,0650IbnMuhammadRadiDinSaghani.CubabZakhir,220,0209AbuCubayda
10,0650IbnMuhammadRadiDinSaghani.CubabZakhir,235,0209AbuCubayda
11,0650IbnMuhammadRadiDinSaghani.CubabZakhir,259,0209AbuCubayda
12,0650IbnMuhammadRadiDinSaghani.CubabZakhir,262,0209AbuCubayda
13,0650IbnMuhammadRadiDinSaghani.CubabZakhir,264,0209AbuCubayda
14,0650IbnMuhammadRadiDinSaghani.CubabZakhir,313,0209AbuCubayda
15,0650IbnMuhammadRadiDinSaghani.CubabZakhir,341,0209AbuCubayda
16,0650IbnMuhammadRadiDinSaghani.CubabZakhir,371,0209AbuCubayda
17,0650IbnMuhammadRadiDinSaghani.CubabZakhir,388,0209AbuCubayda
18,0650IbnMuhammadRadiDinSaghani.CubabZakhir,423,0209AbuCubayda
19,0650IbnMuhammadRadiDinSaghani.CubabZakhir,433,0209AbuCubayda
20,0650IbnMuhammadRadiDinSaghani.CubabZakhir,439,0209AbuCubayda
21,0650IbnMuhammadRadiDinSaghani.CubabZakhir,461,0209AbuCubayda
22,0650IbnMuhammadRadiDinSaghani.CubabZakhir,492,0209AbuCubayda
23,0650IbnMuhammadRadiDinSaghani.CubabZakhir,497,0209AbuCubayda
24,0650IbnMuhammadRadiDinSaghani.CubabZakhir,502,0209AbuCubayda
25,0650IbnMuhammadRadiDinSaghani.CubabZakhir,504,0209AbuCubayda
26,0650IbnMuhammadRadiDinSaghani.CubabZakhir,524,0209AbuCubayda
27,0650IbnMuhammadRadiDinSaghani.CubabZakhir,526,0209AbuCubayda
28,0650IbnMuhammadRadiDinSaghani.CubabZakhir,554,0209AbuCubayda
29,0650IbnMuhammadRadiDinSaghani.CubabZakhir,562,0209AbuCubayda
30,0650IbnMuhammadRadiDinSaghani.CubabZakhir,564,0276IbnQutaybaDinawari
31,0650IbnMuhammadRadiDinSaghani.CubabZakhir,606,0209AbuCubayda
32,0650IbnMuhammadRadiDinSaghani.CubabZakhir,608,0209AbuCubayda
33,0650IbnMuhammadRadiDinSaghani.CubabZakhir,610,0209AbuCubayda
34,0650IbnMuhammadRadiDinSaghani.CubabZakhir,622,0209AbuCubayda
35,0650IbnMuhammadRadiDinSaghani.CubabZakhir,635,0209AbuCubayda
36,0650IbnMuhammadRadiDinSaghani.CubabZakhir,658,0209AbuCubayda
37,0650IbnMuhammadRadiDinSaghani.CubabZakhir,671,0209AbuCubayda
38,0650IbnMuhammadRadiDinSaghani.CubabZakhir,677,0209AbuCubayda
39,0650IbnMuhammadRadiDinSaghani.CubabZakhir,681,0209AbuCubayda
40,0650IbnMuhammadRadiDinSaghani.CubabZakhir,696,0209AbuCubayda
41,0650IbnMuhammadRadiDinSaghani.CubabZakhir,717,0209AbuCubayda
42,0650IbnMuhammadRadiDinSaghani.CubabZakhir,721,0209AbuCubayda
43,0650IbnMuhammadRadiDinSaghani.CubabZakhir,742,0209AbuCubayda
44,0650IbnMuhammadRadiDinSaghani.CubabZakhir,745,0209AbuCubayda
45,0650IbnMuhammadRadiDinSaghani.CubabZakhir,797,0209AbuCubayda
46,0650IbnMuhammadRadiDinSaghani.CubabZakhir,816,0276IbnQutaybaDinawari
47,0650IbnMuhammadRadiDinSaghani.CubabZakhir,827,0209AbuCubayda
48,0650IbnMuhammadRadiDinSaghani.CubabZakhir,831,0209AbuCubayda
49,0650IbnMuhammadRadiDinSaghani.CubabZakhir,839,0209AbuCubayda
50,0650IbnMuhammadRadiDinSaghani.CubabZakhir,844,0209AbuCubayda
51,0650IbnMuhammadRadiDinSaghani.CubabZakhir,845,0209AbuCubayda
0,0650IbnMuhammadRadiDinSaghani.Takmila,0020,0209AbuCubayda
1,0650IbnMuhammadRadiDinSaghani.Takmila,0064,0209AbuCubayda
2,0650IbnMuhammadRadiDinSaghani.Takmila,0073,0209AbuCubayda
3,0650IbnMuhammadRadiDinSaghani.Takmila,0074,0209AbuCubayda
4,0650IbnMuhammadRadiDinSaghani.Takmila,0157,0209AbuCubayda
5,0650IbnMuhammadRadiDinSaghani.Takmila,0200,0209AbuCubayda
6,0650IbnMuhammadRadiDinSaghani.Takmila,0212,0209AbuCubayda
7,0650IbnMuhammadRadiDinSaghani.Takmila,0265,0209AbuCubayda
8,0650IbnMuhammadRadiDinSaghani.Takmila,0311,0209AbuCubayda
9,0650IbnMuhammadRadiDinSaghani.Takmila,0314,0209AbuCubayda
10,0650IbnMuhammadRadiDinSaghani.Takmila,0336,0209AbuCubayda
11,0650IbnMuhammadRadiDinSaghani.Takmila,0372,0209AbuCubayda
12,0650IbnMuhammadRadiDinSaghani.Takmila,0388,0209AbuCubayda
13,0650IbnMuhammadRadiDinSaghani.Takmila,0425,0209AbuCubayda
14,0650IbnMuhammadRadiDinSaghani.Takmila,0442,0151IbnIshaq.Sira
15,0650IbnMuhammadRadiDinSaghani.Takmila,0452,0209AbuCubayda
16,0650IbnMuhammadRadiDinSaghani.Takmila,0465,0209AbuCubayda
17,0650IbnMuhammadRadiDinSaghani.Takmila,0474,0209AbuCubayda
18,0650IbnMuhammadRadiDinSaghani.Takmila,0478,0209AbuCubayda
19,0650IbnMuhammadRadiDinSaghani.Takmila,0491,0209AbuCubayda
20,0650IbnMuhammadRadiDinSaghani.Takmila,0611,0209AbuCubayda
21,0650IbnMuhammadRadiDinSaghani.Takmila,0619,0209AbuCubayda
22,0650IbnMuhammadRadiDinSaghani.Takmila,0621,0209AbuCubayda
23,0650IbnMuhammadRadiDinSaghani.Takmila,0633,0209AbuCubayda
24,0650IbnMuhammadRadiDinSaghani.Takmila,0686,0209AbuCubayda
25,0650IbnMuhammadRadiDinSaghani.Takmila,0692,0209AbuCubayda
26,0650IbnMuhammadRadiDinSaghani.Takmila,0714,0209AbuCubayda
27,0650IbnMuhammadRadiDinSaghani.Takmila,0756,0209AbuCubayda
