,uri,ms,origin,origin_prev_ms
0,0209AbuCubayda,352,0845Maqrizi.KhabarCanBashar.923,False
0,0257IbnCabdHakam.FutuhMisr,1705,0874IbnTaghribirdi.NujumZahira.54,False
1,0257IbnCabdHakam.FutuhMisr,1705,0874IbnTaghribirdi.NujumZahira.55,False
2,0774IbnKathir,1705,0874IbnTaghribirdi.NujumZahira.21,False
3,0257IbnCabdHakam.FutuhMisr,1705,0911Suyuti.HusnMuhadara.105,False
4,0257IbnCabdHakam.FutuhMisr,1705,0874IbnTaghribirdi.NujumZahira.55,True
5,0257IbnCabdHakam.FutuhMisr,1705,0874IbnTaghribirdi.NujumZahira.56,True
6,0257IbnCabdHakam.FutuhMisr,1705,0911Suyuti.HusnMuhadara.106,True
0,0692IbnCabdZahir.RawdaBahiyya,1056,0845Maqrizi.MusawwadatMawaciz.310,False
1,0692IbnCabdZahir.RawdaBahiyya,1056,0845Maqrizi.MusawwadatMawaciz.311,False
2,0692IbnCabdZahir.RawdaBahiyya,1056,0845Maqrizi.MusawwadatMawaciz.311,True
0,0692IbnCabdZahir.RawdaBahiyya,1954,0845Maqrizi.MusawwadatMawaciz.319,True
0,0695SarrajDinWaraq,266,0930IbnIyas.NuzhatUmam.130,True
0,0257IbnCabdHakam.FutuhMisr,363,0911Suyuti.HusnMuhadara.63,True
0,0630IbnAbiTayyi,1110,0748Dhahabi.TarikhIslam.8285,False
0,0276IbnQutaybaDinawari,1676,0711IbnManzurIfriqi.MukhtasarTarikhDimashq.5655,False
0,0692IbnCabdZahir.RawdaBahiyya,862,0845Maqrizi.MusawwadatMawaciz.355,True
0,0692IbnCabdZahir.RawdaBahiyya,878,0845Maqrizi.MusawwadatMawaciz.148,True
0,0257IbnCabdHakam.FutuhMisr,355,0930IbnIyas.NuzhatUmam.147,False
1,0596IbnWasifShah.MukhtasarCajaibDunya,355,0930IbnIyas.NuzhatUmam.148,True
0,0209AbuCubayda,2084,0562Samcani.Ansab.2731,True
0,0630IbnAbiTayyi,959,0845Maqrizi.MusawwadatMawaciz.221,False
1,0630IbnAbiTayyi,959,0845Maqrizi.MusawwadatMawaciz.221,True
0,0596IbnWasifShah.MukhtasarCajaibDunya,519,0930IbnIyas.NuzhatUmam.192,False
0,0692IbnCabdZahir.RawdaBahiyya,1147,0845Maqrizi.MusawwadatMawaciz.375,False
1,0692IbnCabdZahir.RawdaBahiyya,1147,0845Maqrizi.MusawwadatMawaciz.376,True
0,0692IbnCabdZahir.RawdaBahiyya,985,0845Maqrizi.MusawwadatMawaciz.224,False
1,0630IbnAbiTayyi,985,0845Maqrizi.MusawwadatMawaciz.225,False
2,0692IbnCabdZahir.RawdaBahiyya,985,0845Maqrizi.MusawwadatMawaciz.224,True
3,0630IbnAbiTayyi,985,0845Maqrizi.MusawwadatMawaciz.225,True
0,0257IbnCabdHakam.FutuhMisr,470,0930IbnIyas.NuzhatUmam.175,True
0,0454Qudaci,279,0930IbnIyas.NuzhatUmam.131,False
1,0820IbnMutawwaj,279,0930IbnIyas.NuzhatUmam.131,False
0,0692IbnCabdZahir.RawdaBahiyya,855,0845Maqrizi.MusawwadatMawaciz.116,True
0,0695SarrajDinWaraq,275,0930IbnIyas.NuzhatUmam.130,True
0,0257IbnCabdHakam.FutuhMisr,669,0634AbuRabicHimyari.Iktifa.978,False
1,0257IbnCabdHakam.FutuhMisr,669,0634AbuRabicHimyari.Iktifa.988,False
2,0257IbnCabdHakam.FutuhMisr,669,0733Nuwayri.NihayatArab.4144,False
3,0257IbnCabdHakam.FutuhMisr,669,0733Nuwayri.NihayatArab.4145,False
4,0257IbnCabdHakam.FutuhMisr,669,0911Suyuti.HusnMuhadara.80,False
5,0257IbnCabdHakam.FutuhMisr,669,0634AbuRabicHimyari.Iktifa.979,True
6,0257IbnCabdHakam.FutuhMisr,669,0634AbuRabicHimyari.Iktifa.989,True
7,0257IbnCabdHakam.FutuhMisr,669,0733Nuwayri.NihayatArab.4145,True
8,0257IbnCabdHakam.FutuhMisr,669,0733Nuwayri.NihayatArab.4146,True
9,0257IbnCabdHakam.FutuhMisr,669,0911Suyuti.HusnMuhadara.81,True
0,0257IbnCabdHakam.FutuhMisr,214,0911Suyuti.HusnMuhadara.102,False
1,0257IbnCabdHakam.FutuhMisr,214,0911Suyuti.HusnMuhadara.103,False
2,0257IbnCabdHakam.FutuhMisr,214,0911Suyuti.HusnMuhadara.103,True
3,0257IbnCabdHakam.FutuhMisr,214,0911Suyuti.HusnMuhadara.104,True
0,0257IbnCabdHakam.FutuhMisr,382,0911Suyuti.HusnMuhadara.89,False
1,0454Qudaci,382,0911Suyuti.HusnMuhadara.89,False
2,0257IbnCabdHakam.FutuhMisr,382,0911Suyuti.HusnMuhadara.90,True
0,0596IbnWasifShah.MukhtasarCajaibDunya,1105,0930IbnIyas.NuzhatUmam.216,False
0,0454Qudaci,1434,0626YaqutHamawi.MucjamBuldan.1214,False
1,0454Qudaci,1434,0821Qalqashandi.SubhAcsha.890,False
2,0692IbnCabdZahir.RawdaBahiyya,1434,0821Qalqashandi.SubhAcsha.890,False
3,0257IbnCabdHakam.FutuhMisr,1434,0911Suyuti.HusnMuhadara.107,False
4,0257IbnCabdHakam.FutuhMisr,1434,0911Suyuti.HusnMuhadara.108,False
5,0692IbnCabdZahir.RawdaBahiyya,1434,0692IbnCabdZahir.RawdaBahiyya.99,True
6,0257IbnCabdHakam.FutuhMisr,1434,0911Suyuti.HusnMuhadara.108,True
7,0257IbnCabdHakam.FutuhMisr,1434,0911Suyuti.HusnMuhadara.109,True
0,0350MuhammadKindi.WulatMisr,1680,0852IbnHajarCasqalani.RafcIsr.91,True
1,0820IbnMutawwaj,1680,0911Suyuti.HusnMuhadara.577,True
0,0692IbnCabdZahir.RawdaBahiyya,925,0845Maqrizi.MusawwadatMawaciz.209,False
1,0630IbnAbiTayyi,925,0845Maqrizi.MusawwadatMawaciz.208,False
2,0630IbnAbiTayyi,925,0845Maqrizi.MusawwadatMawaciz.287,False
3,0692IbnCabdZahir.RawdaBahiyya,925,0845Maqrizi.MusawwadatMawaciz.209,True
4,0692IbnCabdZahir.RawdaBahiyya,925,0845Maqrizi.MusawwadatMawaciz.210,True
5,0630IbnAbiTayyi,925,0845Maqrizi.MusawwadatMawaciz.208,True
0,0257IbnCabdHakam.FutuhMisr,1421,0911Suyuti.HusnMuhadara.103,False
1,0257IbnCabdHakam.FutuhMisr,1421,0911Suyuti.HusnMuhadara.104,True
0,0257IbnCabdHakam.FutuhMisr,453,0930IbnIyas.NuzhatUmam.169,True
0,0257IbnCabdHakam.FutuhMisr,661,0634AbuRabicHimyari.Iktifa.980,False
1,0257IbnCabdHakam.FutuhMisr,661,0634AbuRabicHimyari.Iktifa.981,False
2,0257IbnCabdHakam.FutuhMisr,661,0733Nuwayri.NihayatArab.4137,False
3,0257IbnCabdHakam.FutuhMisr,661,0733Nuwayri.NihayatArab.4138,False
4,0257IbnCabdHakam.FutuhMisr,661,0911Suyuti.HusnMuhadara.72,False
5,0257IbnCabdHakam.FutuhMisr,661,0911Suyuti.HusnMuhadara.73,False
6,0257IbnCabdHakam.FutuhMisr,661,0634AbuRabicHimyari.Iktifa.981,True
7,0257IbnCabdHakam.FutuhMisr,661,0634AbuRabicHimyari.Iktifa.982,True
8,0257IbnCabdHakam.FutuhMisr,661,0733Nuwayri.NihayatArab.4138,True
9,0257IbnCabdHakam.FutuhMisr,661,0733Nuwayri.NihayatArab.4139,True
10,0257IbnCabdHakam.FutuhMisr,661,0911Suyuti.HusnMuhadara.73,True
11,0257IbnCabdHakam.FutuhMisr,661,0911Suyuti.HusnMuhadara.74,True
0,0420Musabbihi.AkhbarMisr,1839,0764IbnShakirKutubi.FawatWafayat.157,False
0,0820IbnMutawwaj,1514,0911Suyuti.HusnMuhadara.667,False
1,0257IbnCabdHakam.FutuhMisr,1514,0911Suyuti.HusnMuhadara.668,True
2,0454Qudaci,1514,0911Suyuti.HusnMuhadara.668,True
0,0596IbnWasifShah.MukhtasarCajaibDunya,529,0930IbnIyas.NuzhatUmam.197,False
0,0454Qudaci,128,0930IbnIyas.NuzhatUmam.68,True
0,0454Qudaci,133,0930IbnIyas.NuzhatUmam.71,False
0,0454Qudaci,728,0874IbnTaghribirdi.NujumZahira.561,False
1,0454Qudaci,728,0874IbnTaghribirdi.NujumZahira.561,True
2,0454Qudaci,728,0874IbnTaghribirdi.NujumZahira.562,True
0,0257IbnCabdHakam.FutuhMisr,338,0911Suyuti.HusnMuhadara.57,False
1,0257IbnCabdHakam.FutuhMisr,338,0930IbnIyas.NuzhatUmam.146,False
2,0596IbnWasifShah.MukhtasarCajaibDunya,338,0930IbnIyas.NuzhatUmam.146,False
3,0257IbnCabdHakam.FutuhMisr,338,0911Suyuti.HusnMuhadara.56,True
4,0257IbnCabdHakam.FutuhMisr,338,0930IbnIyas.NuzhatUmam.147,True
0,0209AbuCubayda,2095,0654SibtIbnJawzi.MiratZaman.3904,True
0,0257IbnCabdHakam.FutuhMisr,524,0911Suyuti.HusnMuhadara.45,False
1,0350Balawi.SiratAhmadIbnTulun,524,0930IbnIyas.NuzhatUmam.194,False
0,0276IbnQutaybaDinawari,428,0745AbuHayyanGharnati.TafsirBahrMuhit.3247,False
0,0454Qudaci,130,0821Qalqashandi.SubhAcsha.887,False
1,0454Qudaci,130,0930IbnIyas.NuzhatUmam.68,False
2,0257IbnCabdHakam.FutuhMisr,130,0930IbnIyas.NuzhatUmam.69,False
3,0454Qudaci,130,0821Qalqashandi.SubhAcsha.888,True
4,0820IbnMutawwaj,130,0911Suyuti.HusnMuhadara.667,True
5,0257IbnCabdHakam.FutuhMisr,130,0930IbnIyas.NuzhatUmam.69,True
6,0257IbnCabdHakam.FutuhMisr,130,0930IbnIyas.NuzhatUmam.70,True
0,0692IbnCabdZahir.RawdaBahiyya,870,0692IbnCabdZahir.RawdaBahiyya.99,True
0,0257IbnCabdHakam.FutuhMisr,84,0911Suyuti.HusnMuhadara.30,False
1,0257IbnCabdHakam.FutuhMisr,84,0930IbnIyas.NuzhatUmam.170,False
2,0209AbuCubayda,84,0626YaqutHamawi.MucjamBuldan.982,True
3,0257IbnCabdHakam.FutuhMisr,84,0911Suyuti.HusnMuhadara.31,True
0,0257IbnCabdHakam.FutuhMisr,1677,0874IbnTaghribirdi.NujumZahira.54,True
0,0692IbnCabdZahir.RawdaBahiyya,882,0845Maqrizi.MusawwadatMawaciz.175,True
0,0257IbnCabdHakam.FutuhMisr,335,0930IbnIyas.NuzhatUmam.146,False
1,0596IbnWasifShah.MukhtasarCajaibDunya,335,0930IbnIyas.NuzhatUmam.146,False
2,0257IbnCabdHakam.FutuhMisr,335,0930IbnIyas.NuzhatUmam.147,True
0,0692IbnCabdZahir.RawdaBahiyya,1030,0845Maqrizi.MusawwadatMawaciz.224,False
1,0630IbnAbiTayyi,1030,0845Maqrizi.MusawwadatMawaciz.225,True
0,0692IbnCabdZahir.RawdaBahiyya,1443,0692IbnCabdZahir.RawdaBahiyya.99,True
1,0820IbnMutawwaj,1443,0911Suyuti.HusnMuhadara.677,True
0,0692IbnCabdZahir.RawdaBahiyya,1747,0692IbnCabdZahir.RawdaBahiyya.67,False
0,0820IbnMutawwaj,359,0911Suyuti.HusnMuhadara.59,True
0,0257IbnCabdHakam.FutuhMisr,1433,0911Suyuti.HusnMuhadara.106,False
1,0257IbnCabdHakam.FutuhMisr,1433,0911Suyuti.HusnMuhadara.107,False
2,0257IbnCabdHakam.FutuhMisr,1433,0911Suyuti.HusnMuhadara.107,True
3,0257IbnCabdHakam.FutuhMisr,1433,0911Suyuti.HusnMuhadara.108,True
0,0692IbnCabdZahir.RawdaBahiyya,914,0845Maqrizi.MusawwadatMawaciz.175,False
1,0692IbnCabdZahir.RawdaBahiyya,914,0845Maqrizi.MusawwadatMawaciz.176,False
2,0692IbnCabdZahir.RawdaBahiyya,914,0845Maqrizi.MusawwadatMawaciz.176,True
0,0692IbnCabdZahir.RawdaBahiyya,1092,0845Maqrizi.MusawwadatMawaciz.385,False
1,0692IbnCabdZahir.RawdaBahiyya,1092,0845Maqrizi.MusawwadatMawaciz.386,False
2,0692IbnCabdZahir.RawdaBahiyya,1092,0845Maqrizi.MusawwadatMawaciz.386,True
0,0692IbnCabdZahir.RawdaBahiyya,942,0845Maqrizi.MusawwadatMawaciz.204,False
0,0454Qudaci,385,0626YaqutHamawi.MucjamBuldan.148,False
1,0257IbnCabdHakam.FutuhMisr,385,0634AbuRabicHimyari.Iktifa.1010,False
2,0257IbnCabdHakam.FutuhMisr,385,0634AbuRabicHimyari.Iktifa.1011,False
3,0257IbnCabdHakam.FutuhMisr,385,0911Suyuti.HusnMuhadara.108,False
4,0257IbnCabdHakam.FutuhMisr,385,0911Suyuti.HusnMuhadara.109,False
5,0257IbnCabdHakam.FutuhMisr,385,0911Suyuti.HusnMuhadara.111,False
6,0257IbnCabdHakam.FutuhMisr,385,0634AbuRabicHimyari.Iktifa.1011,True
7,0257IbnCabdHakam.FutuhMisr,385,0634AbuRabicHimyari.Iktifa.1012,True
8,0257IbnCabdHakam.FutuhMisr,385,0911Suyuti.HusnMuhadara.109,True
9,0257IbnCabdHakam.FutuhMisr,385,0911Suyuti.HusnMuhadara.110,True
10,0257IbnCabdHakam.FutuhMisr,385,0911Suyuti.HusnMuhadara.112,True
0,0596IbnWasifShah.MukhtasarCajaibDunya,358,0930IbnIyas.NuzhatUmam.148,False
0,0454Qudaci,66,0626YaqutHamawi.MucjamBuldan.1756,False
0,0454Qudaci,1461,0626YaqutHamawi.MucjamBuldan.518,False
0,0692IbnCabdZahir.RawdaBahiyya,1196,0845Maqrizi.MusawwadatMawaciz.360,False
0,0596IbnWasifShah.MukhtasarCajaibDunya,612,0930IbnIyas.NuzhatUmam.216,False
0,0257IbnCabdHakam.FutuhMisr,374,0634AbuRabicHimyari.Iktifa.989,False
1,0257IbnCabdHakam.FutuhMisr,374,0634AbuRabicHimyari.Iktifa.990,False
2,0257IbnCabdHakam.FutuhMisr,374,0733Nuwayri.NihayatArab.4145,False
3,0257IbnCabdHakam.FutuhMisr,374,0634AbuRabicHimyari.Iktifa.990,True
4,0257IbnCabdHakam.FutuhMisr,374,0634AbuRabicHimyari.Iktifa.991,True
5,0257IbnCabdHakam.FutuhMisr,374,0733Nuwayri.NihayatArab.4146,True
0,0257IbnCabdHakam.FutuhMisr,478,0306Wakic.AkhbarQudat.708,False
1,0257IbnCabdHakam.FutuhMisr,478,0306Wakic.AkhbarQudat.709,True
0,0209AbuCubayda,648,0748Dhahabi.SiyarAclamNubala.800,True
1,0454Qudaci,648,0821Qalqashandi.SubhAcsha.1901,True
0,0630IbnAbiTayyi,1500,0764Safadi.WafiBiWafayat.3094,True
0,0692IbnCabdZahir.RawdaBahiyya,1121,0845Maqrizi.MusawwadatMawaciz.357,False
1,0692IbnCabdZahir.RawdaBahiyya,1121,0845Maqrizi.MusawwadatMawaciz.358,False
2,Anonymous,1121,0930IbnIyas.NuzhatUmam.115,False
3,0692IbnCabdZahir.RawdaBahiyya,1121,0845Maqrizi.MusawwadatMawaciz.358,True
4,0692IbnCabdZahir.RawdaBahiyya,1121,0845Maqrizi.MusawwadatMawaciz.359,True
0,0257IbnCabdHakam.FutuhMisr,299,0911Suyuti.HusnMuhadara.20,True
0,0487Bakri,533,0749IbnFadlAllahCumari.MasalikAbsar.226,False
1,0596IbnWasifShah.MukhtasarCajaibDunya,533,0930IbnIyas.NuzhatUmam.197,False
0,0257IbnCabdHakam.FutuhMisr,386,0911Suyuti.HusnMuhadara.110,False
1,0257IbnCabdHakam.FutuhMisr,386,0911Suyuti.HusnMuhadara.111,True
0,0820IbnMutawwaj,1671,0911Suyuti.HusnMuhadara.574,True
1,0454Qudaci,1671,0911Suyuti.HusnMuhadara.574,True
0,0596IbnWasifShah.MukhtasarCajaibDunya,611,0930IbnIyas.NuzhatUmam.216,False
1,0596IbnWasifShah.MukhtasarCajaibDunya,611,0930IbnIyas.NuzhatUmam.216,True
0,0276IbnQutaybaDinawari.TawilMushkilQuran,14,0597IbnJawzi.ZadMasir.973,False
1,0276IbnQutaybaDinawari.AdabKatib,14,0597IbnJawzi.ZadMasir.973,False
2,0276IbnQutaybaDinawari.AnwaFiMawasim,14,0597IbnJawzi.ZadMasir.973,False
3,0276IbnQutaybaDinawari.TawilMushkilQuran,14,0654SibtIbnJawzi.MiratZaman.125,False
4,0276IbnQutaybaDinawari.AdabKatib,14,0654SibtIbnJawzi.MiratZaman.125,False
5,0276IbnQutaybaDinawari.AnwaFiMawasim,14,0654SibtIbnJawzi.MiratZaman.125,False
6,0276IbnQutaybaDinawari.TawilMushkilQuran,14,0736IbnDawadari.KanzDurar.35,False
7,0276IbnQutaybaDinawari.AdabKatib,14,0736IbnDawadari.KanzDurar.35,False
8,0276IbnQutaybaDinawari.AnwaFiMawasim,14,0736IbnDawadari.KanzDurar.35,False
9,0209AbuCubayda,14,0311IbnSariZajjaj.MacaniQuran.1042,True
10,0276IbnQutaybaDinawari.AdabKatib,14,0654SibtIbnJawzi.MiratZaman.121,True
11,0458IbnSidaMursi.MuhkamWaMuhit,14,0709IbnAbiFathShamsDinBacli.MatlacCalaAbwabMuqnic.35,True
12,0276IbnQutaybaDinawari,14,0736IbnDawadari.KanzDurar.36,True
0,0454Qudaci,1429,0821Qalqashandi.SubhAcsha.907,False
1,0454Qudaci,1429,0821Qalqashandi.SubhAcsha.908,True
2,0820IbnMutawwaj,1429,0911Suyuti.HusnMuhadara.677,True
0,0454Qudaci,2104,0626YaqutHamawi.MucjamBuldan.2943,False
1,0257IbnCabdHakam.FutuhMisr,2104,0874IbnTaghribirdi.NujumZahira.26,False
2,0257IbnCabdHakam.FutuhMisr,2104,0874IbnTaghribirdi.NujumZahira.27,False
3,0257IbnCabdHakam.FutuhMisr,2104,0911Suyuti.HusnMuhadara.92,False
4,0257IbnCabdHakam.FutuhMisr,2104,0911Suyuti.HusnMuhadara.93,False
5,0257IbnCabdHakam.FutuhMisr,2104,0930IbnIyas.BadaicZuhur.86,False
6,0257IbnCabdHakam.FutuhMisr,2104,0930IbnIyas.NuzhatUmam.133,False
7,0257IbnCabdHakam.FutuhMisr,2104,0930IbnIyas.NuzhatUmam.134,False
8,0257IbnCabdHakam.FutuhMisr,2104,0634AbuRabicHimyari.Iktifa.1007,True
9,0257IbnCabdHakam.FutuhMisr,2104,0874IbnTaghribirdi.NujumZahira.27,True
10,0257IbnCabdHakam.FutuhMisr,2104,0911Suyuti.HusnMuhadara.93,True
11,0257IbnCabdHakam.FutuhMisr,2104,0930IbnIyas.BadaicZuhur.87,True
12,0257IbnCabdHakam.FutuhMisr,2104,0930IbnIyas.NuzhatUmam.134,True
0,0257IbnCabdHakam.FutuhMisr,1530,0911Suyuti.HusnMuhadara.668,False
1,0820IbnMutawwaj,1530,0911Suyuti.HusnMuhadara.670,False
2,0454Qudaci,1530,0911Suyuti.HusnMuhadara.668,False
0,0257IbnCabdHakam.FutuhMisr,666,0634AbuRabicHimyari.Iktifa.985,False
1,0257IbnCabdHakam.FutuhMisr,666,0634AbuRabicHimyari.Iktifa.986,False
2,0257IbnCabdHakam.FutuhMisr,666,0733Nuwayri.NihayatArab.4142,False
3,0257IbnCabdHakam.FutuhMisr,666,0733Nuwayri.NihayatArab.4143,False
4,0257IbnCabdHakam.FutuhMisr,666,0911Suyuti.HusnMuhadara.77,False
5,0257IbnCabdHakam.FutuhMisr,666,0911Suyuti.HusnMuhadara.78,False
6,0257IbnCabdHakam.FutuhMisr,666,0634AbuRabicHimyari.Iktifa.986,True
7,0257IbnCabdHakam.FutuhMisr,666,0634AbuRabicHimyari.Iktifa.987,True
8,0257IbnCabdHakam.FutuhMisr,666,0733Nuwayri.NihayatArab.4143,True
9,0257IbnCabdHakam.FutuhMisr,666,0733Nuwayri.NihayatArab.4144,True
10,0257IbnCabdHakam.FutuhMisr,666,0911Suyuti.HusnMuhadara.78,True
11,0257IbnCabdHakam.FutuhMisr,666,0911Suyuti.HusnMuhadara.79,True
0,0257IbnCabdHakam.FutuhMisr,379,0634AbuRabicHimyari.Iktifa.995,False
1,0257IbnCabdHakam.FutuhMisr,379,0634AbuRabicHimyari.Iktifa.996,False
2,0257IbnCabdHakam.FutuhMisr,379,0733Nuwayri.NihayatArab.4148,False
3,0257IbnCabdHakam.FutuhMisr,379,0911Suyuti.HusnMuhadara.83,False
4,0257IbnCabdHakam.FutuhMisr,379,0634AbuRabicHimyari.Iktifa.996,True
5,0257IbnCabdHakam.FutuhMisr,379,0634AbuRabicHimyari.Iktifa.997,True
6,0257IbnCabdHakam.FutuhMisr,379,0733Nuwayri.NihayatArab.4149,True
7,0257IbnCabdHakam.FutuhMisr,379,0911Suyuti.HusnMuhadara.84,True
0,0454Qudaci,1717,0911Suyuti.HusnMuhadara.578,False
1,0692IbnCabdZahir.RawdaBahiyya,1717,0911Suyuti.HusnMuhadara.578,False
0,0692IbnCabdZahir.RawdaBahiyya,1155,0821Qalqashandi.SubhAcsha.936,False
1,0692IbnCabdZahir.RawdaBahiyya,1155,0821Qalqashandi.SubhAcsha.937,True
0,0454Qudaci,175,0626YaqutHamawi.MucjamBuldan.148,False
1,0257IbnCabdHakam.FutuhMisr,175,0634AbuRabicHimyari.Iktifa.1010,False
2,0257IbnCabdHakam.FutuhMisr,175,0911Suyuti.HusnMuhadara.99,False
3,0257IbnCabdHakam.FutuhMisr,175,0911Suyuti.HusnMuhadara.108,False
4,0257IbnCabdHakam.FutuhMisr,175,0634AbuRabicHimyari.Iktifa.1011,True
5,0257IbnCabdHakam.FutuhMisr,175,0911Suyuti.HusnMuhadara.100,True
6,0257IbnCabdHakam.FutuhMisr,175,0911Suyuti.HusnMuhadara.109,True
0,0375AnonymousTranslator.TarikhCalamUrusiyus,120,0375AnonymousTranslator.TarikhCalamUrusiyus.21,False
1,0375AnonymousTranslator.TarikhCalamUrusiyus,120,0930IbnIyas.NuzhatUmam.58,False
0,0692IbnCabdZahir.RawdaBahiyya,960,0845Maqrizi.MusawwadatMawaciz.218,False
1,0630IbnAbiTayyi,960,0845Maqrizi.MusawwadatMawaciz.221,False
2,0420Musabbihi.AkhbarMisr,960,0874IbnTaghribirdi.NujumZahira.822,False
3,0692IbnCabdZahir.RawdaBahiyya,960,0845Maqrizi.MusawwadatMawaciz.219,True
4,0420Musabbihi.AkhbarMisr,960,0874IbnTaghribirdi.NujumZahira.823,True
0,0257IbnCabdHakam.FutuhMisr,1422,0911Suyuti.HusnMuhadara.104,False
1,0257IbnCabdHakam.FutuhMisr,1422,0911Suyuti.HusnMuhadara.105,True
0,0257IbnCabdHakam.FutuhMisr,665,0634AbuRabicHimyari.Iktifa.984,False
1,0257IbnCabdHakam.FutuhMisr,665,0634AbuRabicHimyari.Iktifa.985,False
2,0257IbnCabdHakam.FutuhMisr,665,0733Nuwayri.NihayatArab.4141,False
3,0257IbnCabdHakam.FutuhMisr,665,0733Nuwayri.NihayatArab.4142,False
4,0257IbnCabdHakam.FutuhMisr,665,0911Suyuti.HusnMuhadara.76,False
5,0257IbnCabdHakam.FutuhMisr,665,0911Suyuti.HusnMuhadara.77,False
6,0257IbnCabdHakam.FutuhMisr,665,0634AbuRabicHimyari.Iktifa.985,True
7,0257IbnCabdHakam.FutuhMisr,665,0634AbuRabicHimyari.Iktifa.986,True
8,0310Tabari.Tarikh,665,0672MakinIbnCamid.TarikhMuslimin.16,True
9,0257IbnCabdHakam.FutuhMisr,665,0733Nuwayri.NihayatArab.4142,True
10,0257IbnCabdHakam.FutuhMisr,665,0733Nuwayri.NihayatArab.4143,True
11,0257IbnCabdHakam.FutuhMisr,665,0911Suyuti.HusnMuhadara.77,True
12,0257IbnCabdHakam.FutuhMisr,665,0911Suyuti.HusnMuhadara.78,True
0,0209AbuCubayda,2088,0654SibtIbnJawzi.MiratZaman.3887,True
0,0230IbnSacd.TabaqatKubra,1388,0279Baladhuri.AnsabAshraf.3055,False
1,0230IbnSacd.TabaqatKubra,1388,0230IbnSacd.TabaqatKubra.2349,True
2,0230IbnSacd.TabaqatKubra,1388,0279Baladhuri.AnsabAshraf.3056,True
3,0151IbnIshaq.Sira,1388,0279Baladhuri.AnsabAshraf.3056,True
4,0209AbuCubayda,1388,0422QadiCabdWahhabThaclabi.SharhRisala.229,True
0,0454Qudaci,1720,0911Suyuti.HusnMuhadara.578,False
1,0692IbnCabdZahir.RawdaBahiyya,1720,0911Suyuti.HusnMuhadara.578,False
0,0346Mascudi.MurujDhahab,53,0600PseudoMascudi.AkhbarZaman.12,False
1,0257IbnCabdHakam.FutuhMisr,53,0874IbnTaghribirdi.NujumZahira.23,False
2,0257IbnCabdHakam.FutuhMisr,53,0911Suyuti.HusnMuhadara.39,False
3,0257IbnCabdHakam.FutuhMisr,53,0874IbnTaghribirdi.NujumZahira.24,True
4,0257IbnCabdHakam.FutuhMisr,53,0911Suyuti.HusnMuhadara.40,True
0,0209AbuCubayda.Dibaj,2092,0209AbuCubayda.Dibaj.11,False
1,0209AbuCubayda.Dibaj,2092,0276IbnQutaybaDinawari.ShicrWaShucara.74,False
2,0209AbuCubayda.Dibaj,2092,0711IbnManzurIfriqi.LisanCarab.9649,False
3,0209AbuCubayda.MajazQuran,2092,0209AbuCubayda.Dibaj.12,True
4,0209AbuCubayda.Dibaj,2092,0209AbuCubayda.Dibaj.12,True
0,0596IbnWasifShah.MukhtasarCajaibDunya,165,0930IbnIyas.NuzhatUmam.103,True
0,0820IbnMutawwaj,740,0911Suyuti.HusnMuhadara.670,True
0,0596IbnWasifShah.MukhtasarCajaibDunya,534,0930IbnIyas.NuzhatUmam.199,True
0,0454Qudaci,129,0930IbnIyas.NuzhatUmam.68,False
1,0454Qudaci,129,0930IbnIyas.NuzhatUmam.68,True
2,0257IbnCabdHakam.FutuhMisr,129,0930IbnIyas.NuzhatUmam.69,True
0,0257IbnCabdHakam.FutuhMisr,376,0634AbuRabicHimyari.Iktifa.991,False
1,0257IbnCabdHakam.FutuhMisr,376,0733Nuwayri.NihayatArab.4146,False
2,0257IbnCabdHakam.FutuhMisr,376,0634AbuRabicHimyari.Iktifa.992,True
3,0257IbnCabdHakam.FutuhMisr,376,0733Nuwayri.NihayatArab.4147,True
0,0454Qudaci,1694,0911Suyuti.HusnMuhadara.578,False
1,0692IbnCabdZahir.RawdaBahiyya,1694,0911Suyuti.HusnMuhadara.578,False
0,0692IbnCabdZahir.RawdaBahiyya,954,0845Maqrizi.MusawwadatMawaciz.196,False
1,0420Musabbihi.AkhbarMisr,954,0845Maqrizi.MusawwadatMawaciz.195,False
2,0692IbnCabdZahir.RawdaBahiyya,954,0845Maqrizi.MusawwadatMawaciz.196,True
3,0692IbnCabdZahir.RawdaBahiyya,954,0845Maqrizi.MusawwadatMawaciz.197,True
0,0487Bakri,405,0845Maqrizi.KhabarCanBashar.3009,False
1,0458IbnSidaMursi.MuhkamWaMuhit,405,0845Maqrizi.KhabarCanBashar.3009,False
0,0375AnonymousTranslator.TarikhCalamUrusiyus,19,0375AnonymousTranslator.TarikhCalamUrusiyus.20,False
1,0375AnonymousTranslator.TarikhCalamUrusiyus,19,0845Maqrizi.KhabarCanBashar.90,False
2,0375AnonymousTranslator.TarikhCalamUrusiyus,19,0930IbnIyas.NuzhatUmam.3,False
3,0375AnonymousTranslator.TarikhCalamUrusiyus,19,0375AnonymousTranslator.TarikhCalamUrusiyus.21,True
4,0375AnonymousTranslator.TarikhCalamUrusiyus,19,0845Maqrizi.KhabarCanBashar.90,True
0,0257IbnCabdHakam.FutuhMisr,457,0911Suyuti.HusnMuhadara.30,False
1,0257IbnCabdHakam.FutuhMisr,457,0930IbnIyas.NuzhatUmam.170,False
