,uri,start,end,ms,text_uri
1,0209AbuCubayda,623,638,6168,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,85,100,6172,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,331,345,6172,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,1035,1049,6175,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,1240,1254,6175,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,835,850,6189,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,1096,1111,6189,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,476,490,6191,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,711,726,6191,0852IbnHajarCasqalani.FathBari
2,0209AbuCubayda,1398,1412,6191,0852IbnHajarCasqalani.FathBari
0,Anonymous,1448,1457,6202,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,1357,1372,6202,0852IbnHajarCasqalani.FathBari
2,AnonymousPlural,1448,1459,6202,0852IbnHajarCasqalani.FathBari
0,Anonymous,746,755,6213,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,746,757,6213,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,808,823,6218,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,1215,1230,6218,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,876,891,6244,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,1445,1460,6244,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,356,370,6247,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,1424,1439,6247,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,859,874,6249,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,1216,1231,6249,0852IbnHajarCasqalani.FathBari
2,0209AbuCubayda,1414,1429,6249,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,113,128,6250,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,467,482,6250,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,587,602,6278,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,803,818,6278,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,777,792,6280,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,995,1010,6280,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,483,498,6282,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,1131,1146,6282,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,557,572,6325,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,1310,1325,6325,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,400,415,6327,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,926,940,6327,0852IbnHajarCasqalani.FathBari
2,0209AbuCubayda,1325,1340,6327,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,246,261,6329,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,676,691,6329,0852IbnHajarCasqalani.FathBari
0,0487Bakri,863,874,6343,0852IbnHajarCasqalani.FathBari
1,0487Bakri,1341,1352,6343,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,721,736,6345,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,1101,1116,6345,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,857,872,6352,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,991,1006,6352,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,1162,1177,6363,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,1423,1437,6363,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,90,105,6368,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,451,466,6368,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,220,234,6415,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,549,564,6415,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,912,927,6427,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,990,1004,6427,0852IbnHajarCasqalani.FathBari
0,Anonymous,678,687,6596,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,678,689,6596,0852IbnHajarCasqalani.FathBari
0,Anonymous,57,66,6637,0852IbnHajarCasqalani.FathBari
1,Anonymous,129,138,6637,0852IbnHajarCasqalani.FathBari
2,AnonymousPlural,57,68,6637,0852IbnHajarCasqalani.FathBari
3,AnonymousPlural,129,140,6637,0852IbnHajarCasqalani.FathBari
0,Anonymous,763,772,6640,0852IbnHajarCasqalani.FathBari
1,Anonymous,835,844,6640,0852IbnHajarCasqalani.FathBari
2,AnonymousPlural,763,774,6640,0852IbnHajarCasqalani.FathBari
3,AnonymousPlural,835,846,6640,0852IbnHajarCasqalani.FathBari
0,0458Bayhaqi,1202,1215,6743,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,1348,1360,6743,0852IbnHajarCasqalani.FathBari
0,Anonymous,196,205,7126,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,196,207,7126,0852IbnHajarCasqalani.FathBari
0,Anonymous,528,537,7264,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,528,539,7264,0852IbnHajarCasqalani.FathBari
0,0458Bayhaqi,1116,1128,7558,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,1314,1326,7558,0852IbnHajarCasqalani.FathBari
0,0458Bayhaqi,375,387,7559,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,1202,1214,7559,0852IbnHajarCasqalani.FathBari
0,Anonymous,1103,1112,7768,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,1103,1114,7768,0852IbnHajarCasqalani.FathBari
0,Anonymous,924,933,7822,0852IbnHajarCasqalani.FathBari
1,Anonymous,983,992,7822,0852IbnHajarCasqalani.FathBari
2,Anonymous,1047,1056,7822,0852IbnHajarCasqalani.FathBari
3,Anonymous,1115,1124,7822,0852IbnHajarCasqalani.FathBari
0,0458Bayhaqi,292,304,7961,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,496,508,7961,0852IbnHajarCasqalani.FathBari
0,Anonymous,1149,1158,8119,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,1149,1160,8119,0852IbnHajarCasqalani.FathBari
0,Anonymous,1375,1384,8752,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,1375,1386,8752,0852IbnHajarCasqalani.FathBari
0,Anonymous,1026,1035,8876,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,1026,1037,8876,0852IbnHajarCasqalani.FathBari
0,0458Bayhaqi,1231,1243,8962,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,1448,1460,8962,0852IbnHajarCasqalani.FathBari
0,0458Bayhaqi,472,484,9034,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,533,545,9034,0852IbnHajarCasqalani.FathBari
0,Anonymous,1402,1411,9043,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,1402,1413,9043,0852IbnHajarCasqalani.FathBari
0,Anonymous,882,891,9205,0852IbnHajarCasqalani.FathBari
1,0209AbuCubayda,620,635,9205,0852IbnHajarCasqalani.FathBari
2,AnonymousPlural,882,893,9205,0852IbnHajarCasqalani.FathBari
0,Anonymous,1061,1070,9490,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,699,711,9490,0852IbnHajarCasqalani.FathBari
0,Anonymous,939,948,9645,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,939,950,9645,0852IbnHajarCasqalani.FathBari
0,Anonymous,1245,1254,9948,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,1245,1256,9948,0852IbnHajarCasqalani.FathBari
0,Anonymous,818,827,10005,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,818,829,10005,0852IbnHajarCasqalani.FathBari
0,Anonymous,435,444,10043,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,435,446,10043,0852IbnHajarCasqalani.FathBari
0,Anonymous,635,644,10140,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,635,646,10140,0852IbnHajarCasqalani.FathBari
0,Anonymous,1231,1240,10173,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,1231,1242,10173,0852IbnHajarCasqalani.FathBari
0,Anonymous,513,522,10309,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,513,524,10309,0852IbnHajarCasqalani.FathBari
0,Anonymous,596,605,10353,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,596,607,10353,0852IbnHajarCasqalani.FathBari
0,Anonymous,474,483,10446,0852IbnHajarCasqalani.FathBari
1,Anonymous,525,534,10446,0852IbnHajarCasqalani.FathBari
0,Anonymous,928,937,10519,0852IbnHajarCasqalani.FathBari
1,Anonymous,1069,1078,10519,0852IbnHajarCasqalani.FathBari
2,AnonymousPlural,928,939,10519,0852IbnHajarCasqalani.FathBari
3,AnonymousPlural,1069,1080,10519,0852IbnHajarCasqalani.FathBari
0,0458Bayhaqi,364,376,10596,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,1358,1370,10596,0852IbnHajarCasqalani.FathBari
0,0458Bayhaqi,788,801,10638,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,1268,1280,10638,0852IbnHajarCasqalani.FathBari
0,0458Bayhaqi,97,109,10661,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,1289,1301,10661,0852IbnHajarCasqalani.FathBari
0,0458Bayhaqi,829,842,10670,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,1346,1358,10670,0852IbnHajarCasqalani.FathBari
0,0458Bayhaqi,166,178,10704,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,966,978,10704,0852IbnHajarCasqalani.FathBari
0,Anonymous,369,378,10754,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,369,380,10754,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,1339,1354,10758,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,388,401,10758,0852IbnHajarCasqalani.FathBari
0,Anonymous,1063,1072,10765,0852IbnHajarCasqalani.FathBari
1,AnonymousPlural,1063,1074,10765,0852IbnHajarCasqalani.FathBari
0,0458Bayhaqi,1038,1050,10875,0852IbnHajarCasqalani.FathBari
1,0458Bayhaqi,1312,1324,10875,0852IbnHajarCasqalani.FathBari
0,0209AbuCubayda,237,251,381,0852IbnHajarCasqalani.IntiqadIctirad
1,0209AbuCubayda,1304,1318,381,0852IbnHajarCasqalani.IntiqadIctirad
0,Anonymous,1093,1101,207,0852IbnHajarCasqalani.IsabaFiTamyiz
1,Anonymous,1376,1385,207,0852IbnHajarCasqalani.IsabaFiTamyiz
0,Anonymous,1486,1495,468,0852IbnHajarCasqalani.IsabaFiTamyiz
1,AnonymousPlural,1486,1497,468,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0262CumarIbnShabba,1016,1032,488,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0209AbuCubayda,870,885,488,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0209AbuCubayda,1284,1299,518,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0209AbuCubayda,1385,1399,518,0852IbnHajarCasqalani.IsabaFiTamyiz
2,0279Baladhuri,1257,1270,518,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0487AbuCubaydBakri.MucjamMaIstacjama,443,464,579,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0279Baladhuri,1301,1314,579,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0262CumarIbnShabba,1377,1393,775,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0279Baladhuri,1293,1307,775,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0255Jahiz.Hayawan,1276,1288,898,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0255Jahiz.Hayawan,1426,1437,898,0852IbnHajarCasqalani.IsabaFiTamyiz
0,Anonymous,867,876,1005,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0262CumarIbnShabba,524,539,1005,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0262CumarIbnShabba,620,635,1164,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0262CumarIbnShabba,1051,1066,1164,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0255Jahiz.Hayawan,1132,1143,1178,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0255Jahiz.Hayawan,1405,1417,1178,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0151IbnIshaq.Sira,270,289,1179,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0209AbuCubayda,60,74,1179,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0262CumarIbnShabba,412,428,1301,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0279Baladhuri,324,338,1301,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0209AbuCubayda,1305,1320,1477,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0458Bayhaqi,883,896,1477,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0209AbuCubayda,661,675,1668,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0198SufyanIbnCuyayna,508,528,1668,0852IbnHajarCasqalani.IsabaFiTamyiz
0,Anonymous,1330,1338,1678,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0230IbnSacd.TabaqatKubra,163,179,1678,0852IbnHajarCasqalani.IsabaFiTamyiz
0,Anonymous,61,70,2069,0852IbnHajarCasqalani.IsabaFiTamyiz
1,AnonymousPlural,61,72,2069,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0230IbnSacd.TabaqatKubra,217,234,2109,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0262CumarIbnShabba,871,886,2109,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0310Tabari.Tarikh,773,793,2528,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0310Tabari.Tarikh,1047,1067,2528,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0151IbnIshaq.Sira,704,723,2942,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0262CumarIbnShabba,1261,1277,2942,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0230IbnSacd.TabaqatKubra,1351,1368,3160,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0279Baladhuri,997,1010,3160,0852IbnHajarCasqalani.IsabaFiTamyiz
2,0279Baladhuri,1338,1351,3160,0852IbnHajarCasqalani.IsabaFiTamyiz
0,Anonymous,865,874,3163,0852IbnHajarCasqalani.IsabaFiTamyiz
1,0209AbuCubayda,593,608,3163,0852IbnHajarCasqalani.IsabaFiTamyiz
2,AnonymousPlural,865,876,3163,0852IbnHajarCasqalani.IsabaFiTamyiz
0,0350MuhammadKindi.WulatMisr,597,609,109,0852IbnHajarCasqalani.IthafMahara
1,0350MuhammadKindi.WulatMisr,649,661,109,0852IbnHajarCasqalani.IthafMahara
0,Anonymous,838,846,2445,0852IbnHajarCasqalani.IthafMahara
1,Anonymous,893,901,2445,0852IbnHajarCasqalani.IthafMahara
0,0350MuhammadKindi.WulatMisr,623,635,40,0852IbnHajarCasqalani.ItrafMusnadMuctali
1,0350MuhammadKindi.WulatMisr,675,687,40,0852IbnHajarCasqalani.ItrafMusnadMuctali
0,0487AbuCubaydBakri.MucjamMaIstacjama,798,819,16,0852IbnHajarCasqalani.JawabJalil
1,0487AbuCubaydBakri.MucjamMaIstacjama,1123,1143,16,0852IbnHajarCasqalani.JawabJalil
0,0350MuhammadKindi.WulatMisr,207,226,37,0852IbnHajarCasqalani.LisanMizan
1,0350MuhammadKindi.WulatMisr,348,359,37,0852IbnHajarCasqalani.LisanMizan
0,0458Bayhaqi,702,714,285,0852IbnHajarCasqalani.LisanMizan
1,0458Bayhaqi,1283,1295,285,0852IbnHajarCasqalani.LisanMizan
0,0151IbnIshaq.Sira,937,956,374,0852IbnHajarCasqalani.LisanMizan
1,0630IbnAbiTayyi,498,513,374,0852IbnHajarCasqalani.LisanMizan
0,0279Baladhuri,437,450,380,0852IbnHajarCasqalani.LisanMizan
1,0255Jahiz.Hayawan,686,698,380,0852IbnHajarCasqalani.LisanMizan
0,0276IbnQutaybaDinawari,984,998,475,0852IbnHajarCasqalani.LisanMizan
1,0241IbnHanbal,505,522,475,0852IbnHajarCasqalani.LisanMizan
0,0276IbnQutaybaDinawari,347,362,494,0852IbnHajarCasqalani.LisanMizan
1,0458Bayhaqi,637,650,494,0852IbnHajarCasqalani.LisanMizan
0,Anonymous,694,703,926,0852IbnHajarCasqalani.LisanMizan
1,0241IbnHanbal,302,319,926,0852IbnHajarCasqalani.LisanMizan
0,0241IbnHanbal,1017,1034,1386,0852IbnHajarCasqalani.LisanMizan
1,0458Bayhaqi,509,521,1386,0852IbnHajarCasqalani.LisanMizan
0,0241IbnHanbal,866,884,1505,0852IbnHajarCasqalani.LisanMizan
1,0458Bayhaqi,449,461,1505,0852IbnHajarCasqalani.LisanMizan
0,0255Jahiz.Hayawan,226,237,1546,0852IbnHajarCasqalani.LisanMizan
1,0255Jahiz.Hayawan,1104,1115,1546,0852IbnHajarCasqalani.LisanMizan
0,0276IbnQutaybaDinawari,225,240,2032,0852IbnHajarCasqalani.LisanMizan
1,0151IbnIshaq.Sira,1165,1183,2032,0852IbnHajarCasqalani.LisanMizan
0,0276IbnQutaybaDinawari,486,501,2228,0852IbnHajarCasqalani.LisanMizan
1,0151IbnIshaq.Sira,649,668,2228,0852IbnHajarCasqalani.LisanMizan
0,Anonymous,863,872,2262,0852IbnHajarCasqalani.LisanMizan
1,0241IbnHanbal,713,731,2262,0852IbnHajarCasqalani.LisanMizan
0,0626YaqutHamawi,123,133,2290,0852IbnHajarCasqalani.LisanMizan
1,0626YaqutHamawi,741,751,2290,0852IbnHajarCasqalani.LisanMizan
0,0588IbnMamun.AkhbarMisr,324,336,28,0852IbnHajarCasqalani.RafcIsr
1,0588IbnMamun.AkhbarMisr,1129,1142,28,0852IbnHajarCasqalani.RafcIsr
0,0350MuhammadKindi.WulatMisr,108,127,58,0852IbnHajarCasqalani.RafcIsr
1,0350MuhammadKindi.WulatMisr,229,249,58,0852IbnHajarCasqalani.RafcIsr
0,0350MuhammadKindi.WulatMisr,435,454,64,0852IbnHajarCasqalani.RafcIsr
1,0255Jahiz.Hayawan,89,100,64,0852IbnHajarCasqalani.RafcIsr
0,Anonymous,810,819,77,0852IbnHajarCasqalani.RafcIsr
1,Anonymous,876,885,77,0852IbnHajarCasqalani.RafcIsr
2,Anonymous,940,949,77,0852IbnHajarCasqalani.RafcIsr
3,Anonymous,1006,1015,77,0852IbnHajarCasqalani.RafcIsr
4,Anonymous,1097,1106,77,0852IbnHajarCasqalani.RafcIsr
0,0420Musabbihi.AkhbarMisr,1523,1546,111,0852IbnHajarCasqalani.RafcIsr
1,0420Musabbihi.AkhbarMisr,1523,1536,111,0852IbnHajarCasqalani.RafcIsr
0,0420Musabbihi.AkhbarMisr,962,985,207,0852IbnHajarCasqalani.RafcIsr
1,0420Musabbihi.AkhbarMisr,962,975,207,0852IbnHajarCasqalani.RafcIsr
0,0420Musabbihi.AkhbarMisr,23,35,360,0852IbnHajarCasqalani.RafcIsr
1,0420Musabbihi.AkhbarMisr,398,410,360,0852IbnHajarCasqalani.RafcIsr
0,0350MuhammadKindi.WulatMisr,315,334,381,0852IbnHajarCasqalani.RafcIsr
1,0350MuhammadKindi.WulatMisr,1047,1066,381,0852IbnHajarCasqalani.RafcIsr
0,0458Bayhaqi,518,530,75,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,1257,1270,75,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,97,110,85,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,1267,1280,85,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,533,545,208,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,1214,1226,208,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,293,306,212,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,754,767,212,0852IbnHajarCasqalani.TaghliqTacliq
0,0241IbnHanbal,546,564,234,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,1198,1210,234,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,716,729,290,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,953,966,290,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,80,93,327,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,594,607,327,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,709,722,334,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,1234,1247,334,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,195,208,335,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,618,630,335,0852IbnHajarCasqalani.TaghliqTacliq
2,0458Bayhaqi,760,772,335,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,106,119,368,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,753,766,368,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,37,49,377,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,786,799,377,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,503,516,380,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,836,849,380,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,421,433,388,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,908,921,388,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,315,327,412,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,1349,1361,412,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,348,361,416,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,739,752,416,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,31,44,499,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,320,332,499,0852IbnHajarCasqalani.TaghliqTacliq
0,Anonymous,646,655,531,0852IbnHajarCasqalani.TaghliqTacliq
1,AnonymousPlural,646,657,531,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,178,191,550,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,497,510,550,0852IbnHajarCasqalani.TaghliqTacliq
2,0458Bayhaqi,678,691,550,0852IbnHajarCasqalani.TaghliqTacliq
3,0458Bayhaqi,864,877,550,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,280,293,554,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,1049,1062,554,0852IbnHajarCasqalani.TaghliqTacliq
0,0310Tabari.Tarikh,595,615,642,0852IbnHajarCasqalani.TaghliqTacliq
1,0310Tabari.Tarikh,912,933,642,0852IbnHajarCasqalani.TaghliqTacliq
2,0310Tabari.Tarikh,1010,1031,642,0852IbnHajarCasqalani.TaghliqTacliq
0,0310Tabari.Tarikh,826,846,766,0852IbnHajarCasqalani.TaghliqTacliq
1,0310Tabari.Tarikh,1236,1256,766,0852IbnHajarCasqalani.TaghliqTacliq
0,0310Tabari.Tarikh,452,473,848,0852IbnHajarCasqalani.TaghliqTacliq
1,0310Tabari.Tarikh,1173,1193,848,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,676,689,864,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,1067,1080,864,0852IbnHajarCasqalani.TaghliqTacliq
2,0458Bayhaqi,1384,1396,864,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,89,102,868,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,958,971,868,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,437,450,888,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,626,639,888,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,255,268,926,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,960,973,926,0852IbnHajarCasqalani.TaghliqTacliq
0,0151IbnIshaq.Sira,1217,1235,931,0852IbnHajarCasqalani.TaghliqTacliq
1,0151IbnIshaq.Sira,1237,1255,931,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,43,56,1081,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,303,316,1081,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,694,707,1083,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,1089,1102,1083,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,181,194,1104,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,757,770,1104,0852IbnHajarCasqalani.TaghliqTacliq
0,0458Bayhaqi,646,658,1179,0852IbnHajarCasqalani.TaghliqTacliq
1,0458Bayhaqi,685,697,1179,0852IbnHajarCasqalani.TaghliqTacliq
0,0310Tabari.Tarikh,48,68,83,0852IbnHajarCasqalani.TahdhibTahdhib
1,0241IbnHanbal,290,307,83,0852IbnHajarCasqalani.TahdhibTahdhib
0,Anonymous,165,174,218,0852IbnHajarCasqalani.TahdhibTahdhib
1,Anonymous,199,208,218,0852IbnHajarCasqalani.TahdhibTahdhib
0,0241IbnHanbal,623,641,437,0852IbnHajarCasqalani.TahdhibTahdhib
1,0458Bayhaqi,811,824,437,0852IbnHajarCasqalani.TahdhibTahdhib
0,0310Tabari.Tarikh,85,106,501,0852IbnHajarCasqalani.TahdhibTahdhib
1,0458Bayhaqi,231,244,501,0852IbnHajarCasqalani.TahdhibTahdhib
0,0350MuhammadKindi.WulatMisr,1265,1284,548,0852IbnHajarCasqalani.TahdhibTahdhib
1,0350MuhammadKindi.WulatMisr,1405,1425,548,0852IbnHajarCasqalani.TahdhibTahdhib
0,0241IbnHanbal,347,365,720,0852IbnHajarCasqalani.TahdhibTahdhib
1,0230IbnSacd.TabaqatKubra,867,884,720,0852IbnHajarCasqalani.TahdhibTahdhib
0,0279Baladhuri,1395,1409,1287,0852IbnHajarCasqalani.TahdhibTahdhib
1,0255Jahiz.Hayawan,1302,1314,1287,0852IbnHajarCasqalani.TahdhibTahdhib
0,0310Tabari.Tarikh,786,807,1307,0852IbnHajarCasqalani.TahdhibTahdhib
1,0241IbnHanbal,489,506,1307,0852IbnHajarCasqalani.TahdhibTahdhib
0,Anonymous,1405,1414,1361,0852IbnHajarCasqalani.TahdhibTahdhib
1,0241IbnHanbal,50,68,1361,0852IbnHajarCasqalani.TahdhibTahdhib
0,0241IbnHanbal,202,219,1589,0852IbnHajarCasqalani.TahdhibTahdhib
1,0241IbnHanbal,1368,1385,1589,0852IbnHajarCasqalani.TahdhibTahdhib
0,0458Bayhaqi,706,718,1892,0852IbnHajarCasqalani.TahdhibTahdhib
1,0458Bayhaqi,765,777,1892,0852IbnHajarCasqalani.TahdhibTahdhib
0,0241IbnHanbal,75,92,2391,0852IbnHajarCasqalani.TahdhibTahdhib
1,0230IbnSacd.TabaqatKubra,1131,1148,2391,0852IbnHajarCasqalani.TahdhibTahdhib
0,0151IbnIshaq.Sira,1143,1162,2828,0852IbnHajarCasqalani.TahdhibTahdhib
1,Anonymous,597,606,2828,0852IbnHajarCasqalani.TahdhibTahdhib
2,AnonymousPlural,597,608,2828,0852IbnHajarCasqalani.TahdhibTahdhib
0,0151IbnIshaq.Sira,5,23,2856,0852IbnHajarCasqalani.TahdhibTahdhib
1,0241IbnHanbal,94,111,2856,0852IbnHajarCasqalani.TahdhibTahdhib
